Entry ID,Accession Code Combinations
6XD3,"[('P50613', 'P51948'), ('P50613', 'P51946'), ('P51948', 'P51946')]"
6XK9,"[('Q96SW2', 'Q16531'), ('Q96SW2', 'P15170'), ('Q16531', 'P15170')]"
6XOG,"[('P63165', 'Q9UBT2'), ('P63165', 'Q9UBE0'), ('Q9UBT2', 'Q9UBE0')]"
6XOH,"[('P63165', 'Q9UBT2'), ('P63165', 'Q9UBE0'), ('Q9UBT2', 'Q9UBE0')]"
6XOI,"[('P63165', 'Q9UBT2'), ('P63165', 'Q9UBE0'), ('Q9UBT2', 'Q9UBE0')]"
6YA7,"[('O00311', 'Q9UBU7'), ('O00311', 'P49736'), ('Q9UBU7', 'P49736')]"
6YBT,"[('P55884', 'Q13347'), ('P55884', 'Q14152'), ('Q13347', 'Q14152')]"
6YIE,"[('O15392', 'Q53HL2'), ('O15392', 'Q9NQS7'), ('Q53HL2', 'Q9NQS7')]"
6YVH,"[('P38919', 'Q9HCG8'), ('P38919', 'Q6UX04'), ('Q9HCG8', 'Q6UX04')]"
6Z2J,"[('Q9H147', 'Q13547'), ('Q9H147', 'Q6PJG2'), ('Q13547', 'Q6PJG2')]"
6Z2K,"[('Q9H147', 'Q13547'), ('Q9H147', 'Q6PJG2'), ('Q13547', 'Q6PJG2')]"
6Z6V,"[('P02747', 'P02745'), ('P02747', 'P02746'), ('P02745', 'P02746')]"
6Z9W,"[('P61769', 'P13726'), ('P61769', 'A0A140T913'), ('P13726', 'A0A140T913')]"
6ZHA,"[('P12956', 'P78527'), ('P12956', 'P13010'), ('P78527', 'P13010')]"
6ZHE,"[('P12956', 'P78527'), ('P12956', 'P13010'), ('P78527', 'P13010')]"
7AI0,"[('Q00987', 'P62837'), ('Q00987', 'P0CG47'), ('P62837', 'P0CG47')]"
7AI1,"[('Q00987', 'P62837'), ('Q00987', 'P0CG47'), ('P62837', 'P0CG47')]"
7ALO,"[('P61769', 'P32241'), ('P61769', 'A0A2R7Z5J3'), ('P32241', 'A0A2R7Z5J3')]"
7AO8,"[('Q9UBB5', 'Q13330'), ('Q9UBB5', 'Q13547'), ('Q13330', 'Q13547')]"
7AO9,"[('Q9UBB5', 'Q13330'), ('Q9UBB5', 'Q13547'), ('Q13330', 'Q13547')]"
7AY2,"[('P0CG47', 'Q8TAF3'), ('P0CG47', 'O94782'), ('Q8TAF3', 'O94782')]"
7B5O,"[('P50613', 'P51948'), ('P50613', 'P51946'), ('P51948', 'P51946')]"
7B5Q,"[('P50613', 'P51948'), ('P50613', 'P51946'), ('P51948', 'P51946')]"
7B5S,"[('P62877', 'Q9Y4X5'), ('P62877', 'Q13616'), ('Q9Y4X5', 'Q13616')]"
7B9C,"[('Q9BWJ5', 'O75533'), ('Q9BWJ5', 'Q7RTV0'), ('O75533', 'Q7RTV0')]"
7BBF,"[('Q15819', 'P61088'), ('Q15819', 'P0CG48'), ('P61088', 'P0CG48')]"
7BBG,"[('P61769', 'A0A140T913'), ('P61769', 'P19544'), ('A0A140T913', 'P19544')]"
7BBL,"[('Q8WXD5', 'Q9H840'), ('Q8WXD5', 'Q9NWZ8'), ('Q9H840', 'Q9NWZ8')]"
7BFP,"[('Q96HW7', 'Q5TA45'), ('Q96HW7', 'Q9NV88'), ('Q5TA45', 'Q9NV88')]"
7BFQ,"[('Q96HW7', 'Q5TA45'), ('Q96HW7', 'Q9NV88'), ('Q5TA45', 'Q9NV88')]"
7BG9,"[('P0C0S8', 'O14746'), ('P0C0S8', 'B4DR52'), ('O14746', 'B4DR52')]"
7BRE,"[('Q9UBL3', 'Q9UMN6'), ('Q9UBL3', 'Q15291'), ('Q9UMN6', 'Q15291')]"
7BV6,"[('O95721', 'Q9BV40'), ('O95721', 'P56962'), ('Q9BV40', 'P56962')]"
7BXT,"[('P04908', 'P62805'), ('P04908', 'Q16778'), ('P62805', 'Q16778')]"
7BY0,"[('P04908', 'P62805'), ('P04908', 'P06899'), ('P62805', 'P06899')]"
7CE3,"[('P51553', 'O43837'), ('P51553', 'P50213'), ('O43837', 'P50213')]"
7CIQ,"[('O78189', 'P61769'), ('O78189', 'P18583'), ('P61769', 'P18583')]"
7CIR,"[('O78189', 'P61769'), ('O78189', 'P18583'), ('P61769', 'P18583')]"
7CIS,"[('O78189', 'P61769'), ('O78189', 'P18583'), ('P61769', 'P18583')]"
7CMU,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7CMV,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7CZ5,"[('P01286', 'Q02643'), ('P01286', 'P63092'), ('Q02643', 'P63092')]"
7D3S,"[('P09683', 'P47872'), ('P09683', 'P63092'), ('P47872', 'P63092')]"
7DL2,"[('Q92574', 'P49815'), ('Q92574', 'Q9P0N9'), ('P49815', 'Q9P0N9')]"
7DNI,"[('Q9BYX4', 'Q7Z434'), ('Q9BYX4', 'P0CG47'), ('Q7Z434', 'P0CG47')]"
7DPA,"[('P63000', 'Q92556'), ('P63000', 'Q9H7D0'), ('Q92556', 'Q9H7D0')]"
7DUQ,"[('P01275', 'P43220'), ('P01275', 'P63092'), ('P43220', 'P63092')]"
7DUU,"[('F6IQA6', 'P43631'), ('F6IQA6', 'P61769'), ('P43631', 'P61769')]"
7DYN,"[('O78189', 'P61769'), ('O78189', 'P18583'), ('P61769', 'P18583')]"
7E+020,"[('P05026', 'P54710'), ('P05026', 'P05023'), ('P54710', 'P05023')]"
7E+021,"[('P05026', 'P54710'), ('P05026', 'P05023'), ('P54710', 'P05023')]"
7E+032,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7E+033,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7E+034,"[('P24941', 'Q5MJ70'), ('P24941', 'O94901'), ('Q5MJ70', 'O94901')]"
7E1Z,"[('P05026', 'P54710'), ('P05026', 'P05023'), ('P54710', 'P05023')]"
7E2X,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7E2Y,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7E2Z,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7E8E,"[('Q9NZI2', 'Q9NZV8'), ('Q9NZI2', 'P42658'), ('Q9NZV8', 'P42658')]"
7E8H,"[('Q9NZI2', 'Q9NZV8'), ('Q9NZI2', 'P42658'), ('Q9NZV8', 'P42658')]"
7EWP,"[('P49802', 'Q5T848'), ('P49802', 'O14775'), ('Q5T848', 'O14775')]"
7EWR,"[('P49802', 'Q5T848'), ('P49802', 'O14775'), ('Q5T848', 'O14775')]"
7EXD,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7F16,"[('P49190', 'Q96A98'), ('P49190', 'P63092'), ('Q96A98', 'P63092')]"
7F6G,"[('P50148', 'P59768'), ('P50148', 'P62873'), ('P59768', 'P62873')]"
7FIG,"[('P01215', 'P22888'), ('P01215', 'P0DN86'), ('P22888', 'P0DN86')]"
7FIH,"[('P01215', 'P22888'), ('P01215', 'P0DN86'), ('P22888', 'P0DN86')]"
7FII,"[('P01215', 'P22888'), ('P01215', 'P0DN86'), ('P22888', 'P0DN86')]"
7JHG,"[('P54619', 'Q13131'), ('P54619', 'O43741'), ('Q13131', 'O43741')]"
7JHH,"[('P54619', 'Q13131'), ('P54619', 'O43741'), ('Q13131', 'O43741')]"
7JHJ,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7JIJ,"[('P54619', 'Q13131'), ('P54619', 'O43741'), ('Q13131', 'O43741')]"
7JOZ,"[('P62873', 'P59768'), ('P62873', 'P63092'), ('P59768', 'P63092')]"
7JVR,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7K0C,"[('P01871', 'P01591'), ('P01871', 'P01833'), ('P01591', 'P01833')]"
7K0I,"[('O15270', 'Q969W0'), ('O15270', 'O15269'), ('Q969W0', 'O15269')]"
7K0J,"[('O15270', 'Q969W0'), ('O15270', 'O15269'), ('Q969W0', 'O15269')]"
7K0K,"[('O15270', 'Q969W0'), ('O15270', 'O15269'), ('Q969W0', 'O15269')]"
7K0L,"[('O15270', 'Q969W0'), ('O15270', 'O15269'), ('Q969W0', 'O15269')]"
7K0Y,"[('P12956', 'P78527'), ('P12956', 'P13010'), ('P78527', 'P13010')]"
7K1J,"[('P12956', 'P78527'), ('P12956', 'P13010'), ('P78527', 'P13010')]"
7K1K,"[('P12956', 'P78527'), ('P12956', 'P13010'), ('P78527', 'P13010')]"
7K1N,"[('P12956', 'P78527'), ('P12956', 'P13010'), ('P78527', 'P13010')]"
7K7L,"[('P25098', 'P59768'), ('P25098', 'P62873'), ('P59768', 'P62873')]"
7K7Z,"[('P25098', 'P59768'), ('P25098', 'P62873'), ('P59768', 'P62873')]"
7K80,"[('P61769', 'P43629'), ('P61769', 'A0A5H2UYS3'), ('P43629', 'A0A5H2UYS3')]"
7K81,"[('P61769', 'A0A5H2UYS3'), ('P61769', 'P43629'), ('A0A5H2UYS3', 'P43629')]"
7KNU,"[('P06881', 'O60894'), ('P06881', 'Q16602'), ('O60894', 'Q16602')]"
7KRJ,"[('P04150', 'P07900'), ('P04150', 'Q15185'), ('P07900', 'Q15185')]"
7L0P,"[('P63096', 'P63211'), ('P63096', 'P62873'), ('P63211', 'P62873')]"
7L0Q,"[('P63096', 'P63211'), ('P63096', 'P62873'), ('P63211', 'P62873')]"
7L0R,"[('P63096', 'P63211'), ('P63096', 'P62873'), ('P63211', 'P62873')]"
7L0S,"[('P63096', 'P63211'), ('P63096', 'P62873'), ('P63211', 'P62873')]"
7L1B,"[('P61769', 'P42336'), ('P61769', 'P04439'), ('P42336', 'P04439')]"
7L1C,"[('P61769', 'P42336'), ('P61769', 'P04439'), ('P42336', 'P04439')]"
7L1D,"[('P61769', 'P42336'), ('P61769', 'P04439'), ('P42336', 'P04439')]"
7L1V,"[('O43614', 'P59768'), ('O43614', 'P62873'), ('P59768', 'P62873')]"
7L7I,"[('Q13451', 'P07900'), ('Q13451', 'Q15185'), ('P07900', 'Q15185')]"
7LF4,"[('P19838', 'O00629'), ('P19838', 'Q04206'), ('O00629', 'Q04206')]"
7LPS,"[('Q96SW2', 'Q16531'), ('Q96SW2', 'Q9UKS7'), ('Q16531', 'Q9UKS7')]"
7M6J,"[('Q16181', 'Q15019'), ('Q16181', 'Q14141'), ('Q15019', 'Q14141')]"
7M6T,"[('O14508', 'Q15370'), ('O14508', 'Q15369'), ('Q15370', 'Q15369')]"
7M74,"[('P54619', 'Q13131'), ('P54619', 'O43741'), ('Q13131', 'O43741')]"
7MFD,"[('Q02750', 'P15056'), ('Q02750', 'P63104'), ('P15056', 'P63104')]"
7MIX,"[('Q00975', 'P54284'), ('Q00975', 'P54289'), ('P54284', 'P54289')]"
7MIY,"[('Q00975', 'P54284'), ('Q00975', 'P54289'), ('P54284', 'P54289')]"
7MJ6,"[('Q8WX77', 'P61769'), ('Q8WX77', 'A0A140T913'), ('P61769', 'A0A140T913')]"
7MJ7,"[('Q8WX77', 'P61769'), ('Q8WX77', 'A0A140T913'), ('P61769', 'A0A140T913')]"
7MJ8,"[('Q8WX77', 'P61769'), ('Q8WX77', 'A0A140T913'), ('P61769', 'A0A140T913')]"
7MJ9,"[('Q8WX77', 'P61769'), ('Q8WX77', 'A0A140T913'), ('P61769', 'A0A140T913')]"
7MJA,"[('P61769', 'Q99453'), ('P61769', 'A0A5H2UYS3'), ('Q99453', 'A0A5H2UYS3')]"
7MRZ,"[('Q13705', 'O95390'), ('Q13705', ' P36896'), ('O95390', ' P36896')]"
7MX2,"[('Q5VZE5', 'Q9BRA0'), ('Q5VZE5', 'Q147X3'), ('Q9BRA0', 'Q147X3')]"
7MYF,"[('P61086', 'P0CG48'), ('P61086', 'P0CG47'), ('P0CG48', 'P0CG47')]"
7MYJ,"[('Q9Y478', 'P54619'), ('Q9Y478', 'P54646'), ('P54619', 'P54646')]"
7N2N,"[('P61769', 'A3F718'), ('P61769', 'O43395'), ('A3F718', 'O43395')]"
7N2O,"[('P62723', 'A3F718'), ('P62723', 'P61769'), ('A3F718', 'P61769')]"
7N2P,"[('P61769', 'A3F718'), ('P61769', 'A0A2R8Y7R8'), ('A3F718', 'A0A2R8Y7R8')]"
7N2R,"[('P61769', 'A3F718'), ('P61769', 'O43395'), ('A3F718', 'O43395')]"
7N2S,"[('P61769', 'A3F718'), ('P61769', 'O43395'), ('A3F718', 'O43395')]"
7N40,"[('Q96GY3', 'Q09028'), ('Q96GY3', 'Q5TKA1'), ('Q09028', 'Q5TKA1')]"
7ND2,"[('Q6ZMI0', 'Q8NB37'), ('Q6ZMI0', 'O95825'), ('Q8NB37', 'O95825')]"
7NMG,"[('P61769', 'P01308'), ('P61769', 'A0A5H2UYS3'), ('P01308', 'A0A5H2UYS3')]"
7NOZ,"[('P27918', 'P00751'), ('P27918', 'P01024'), ('P00751', 'P01024')]"
7NWL,"[('P02751', 'P05556'), ('P02751', 'P08648'), ('P05556', 'P08648')]"
7NZE,"[('P01903', 'A2BFX2'), ('P01903', 'P02458'), ('A2BFX2', 'P02458')]"
7O7F,"[('P63096', 'P13501'), ('P63096', 'P51681'), ('P13501', 'P51681')]"
7OAT,"[('Q9BZE9', 'Q9H867'), ('Q9BZE9', 'P55072'), ('Q9H867', 'P55072')]"
7OJX,"[('Q9H0F5', 'P61086'), ('Q9H0F5', 'P0CG47'), ('P61086', 'P0CG47')]"
7OKX,"[('O00267', 'Q96JC9'), ('O00267', 'O00472'), ('Q96JC9', 'O00472')]"
7OLY,"[('Q13705', 'P08476'), ('Q13705', 'P36896'), ('P08476', 'P36896')]"
7ONU,"[('O15091', 'Q99714'), ('O15091', 'Q7L0Y3'), ('Q99714', 'Q7L0Y3')]"
7OOB,"[('Q13216', 'Q03468'), ('Q13216', 'Q16531'), ('Q03468', 'Q16531')]"
7OPI,"[('Q9BWJ5', 'O75533'), ('Q9BWJ5', 'Q7RTV0'), ('O75533', 'Q7RTV0')]"
7OS2,"[('O75643', 'Q9NZ63'), ('O75643', 'Q6P2Q9'), ('Q9NZ63', 'Q6P2Q9')]"
7OW3,"[('A0A583ZB34', 'P61769'), ('A0A583ZB34', 'P01111'), ('P61769', 'P01111')]"
7OW4,"[('P01111', 'P61769'), ('P01111', 'A0A583ZB34'), ('P61769', 'A0A583ZB34')]"
7OW5,"[('P01111', 'P61769'), ('P01111', 'A0A583ZB34'), ('P61769', 'A0A583ZB34')]"
7OW6,"[('A0A583ZB34', 'P61769'), ('A0A583ZB34', 'P01111'), ('P61769', 'P01111')]"
7PB2,"[('P01111', 'P61769'), ('P01111', 'A0A583ZB34'), ('P61769', 'A0A583ZB34')]"
7PB4,"[('Q9BS16', 'Q9H3R5'), ('Q9BS16', 'Q92674'), ('Q9H3R5', 'Q92674')]"
7PBC,"[('Q861F7', 'P61769'), ('Q861F7', 'P43363'), ('P61769', 'P43363')]"
7PDW,"[('Q861F7', 'P61769'), ('Q861F7', 'P43363'), ('P61769', 'P43363')]"
7PPC,"[('O95393', 'Q13873'), ('O95393', 'P37023'), ('Q13873', 'P37023')]"
7PW4,"[('Q9H0W8', 'Q8ND04'), ('Q9H0W8', 'Q96Q15'), ('Q8ND04', 'Q96Q15')]"
7PW5,"[('Q9H0W8', 'Q8ND04'), ('Q9H0W8', 'Q96Q15'), ('Q8ND04', 'Q96Q15')]"
7PW8,"[('Q9H0W8', 'Q8ND04'), ('Q9H0W8', 'Q96Q15'), ('Q8ND04', 'Q96Q15')]"
7PX3,"[('O75643', 'Q9Y5U2'), ('O75643', 'Q6P2Q9'), ('Q9Y5U2', 'Q6P2Q9')]"
7Q15,"[('P55899', 'P61769'), ('P55899', 'P01857'), ('P61769', 'P01857')]"
7Q3D,"[('Q9BT04', 'Q9ULD6'), ('Q9BT04', 'O95876'), ('Q9ULD6', 'O95876')]"
7Q98,"[('Q9Y6M1', 'P61769'), ('Q9Y6M1', 'A0A140T913'), ('P61769', 'A0A140T913')]"
7Q99,"[('Q9Y6M1', 'P61769'), ('Q9Y6M1', 'A0A140T913'), ('P61769', 'A0A140T913')]"
7Q9A,"[('Q10589', 'P61769'), ('Q10589', 'A0A140T913'), ('P61769', 'A0A140T913')]"
7QDR,"[('Q9GZS3', 'Q6PGP7'), ('Q9GZS3', 'Q15477'), ('Q6PGP7', 'Q15477')]"
7QDS,"[('Q9GZS3', 'Q6PGP7'), ('Q9GZS3', 'Q15477'), ('Q6PGP7', 'Q15477')]"
7QDY,"[('Q9GZS3', 'Q6PGP7'), ('Q9GZS3', 'Q15477'), ('Q6PGP7', 'Q15477')]"
7QDZ,"[('Q9GZS3', 'Q6PGP7'), ('Q9GZS3', 'Q15477'), ('Q6PGP7', 'Q15477')]"
7QN5,"[('P28472', 'O14764'), ('P28472', 'P48169'), ('O14764', 'P48169')]"
7QN7,"[('P28472', 'O14764'), ('P28472', 'P48169'), ('O14764', 'P48169')]"
7QN9,"[('P28472', 'O14764'), ('P28472', 'P48169'), ('O14764', 'P48169')]"
7QNA,"[('P28472', 'P48169'), ('P28472', 'P18507'), ('P48169', 'P18507')]"
7QNC,"[('P28472', 'O14764'), ('P28472', 'P48169'), ('O14764', 'P48169')]"
7QNE,"[('P28472', 'P14867'), ('P28472', 'P18507'), ('P14867', 'P18507')]"
7QNG,"[('P61769', 'P30101'), ('P61769', 'O15533'), ('P30101', 'O15533')]"
7QO1,"[('P39748', 'P12004'), ('P39748', 'P18858'), ('P12004', 'P18858')]"
7QPG,"[('Q9H900', 'O43264'), ('Q9H900', 'P50748'), ('O43264', 'P50748')]"
7QPJ,"[('P61769', 'P43363'), ('P61769', 'A0A140T913'), ('P43363', 'A0A140T913')]"
7R0C,"[('P01185', 'P49407'), ('P01185', 'P30518'), ('P49407', 'P30518')]"
7R1D,"[('Q96GY3', 'Q09028'), ('Q96GY3', 'Q5TKA1'), ('Q09028', 'Q5TKA1')]"
7R71,"[(' Q6ZSG1', 'P0CG48'), (' Q6ZSG1', 'P62837'), ('P0CG48', 'P62837')]"
7RAN,"[('P28223', 'P59768'), ('P28223', 'P62873'), ('P59768', 'P62873')]"
7RE7,"[('P02771', 'P61769'), ('P02771', 'A0A140T913'), ('P61769', 'A0A140T913')]"
7RE8,"[('P02771', 'P61769'), ('P02771', 'A0A140T913'), ('P61769', 'A0A140T913')]"
7RK7,"[('P61769', 'P14679'), ('P61769', 'P04439'), ('P14679', 'P04439')]"
7RKX,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7RKY,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7RM4,"[('P61769', 'P04637'), ('P61769', 'P04439'), ('P04637', 'P04439')]"
7RRG,"[('P61769', 'P42336'), ('P61769', 'P04439'), ('P42336', 'P04439')]"
7RTK,"[('Q9Y697', 'Q9HD34'), ('Q9Y697', 'Q9H1K1'), ('Q9HD34', 'Q9H1K1')]"
7RU9,"[('P11441', 'Q7L5D6'), ('P11441', 'P46379'), ('Q7L5D6', 'P46379')]"
7RUA,"[('P11441', 'Q7L5D6'), ('P11441', 'P46379'), ('Q7L5D6', 'P46379')]"
7RUC,"[('P11441', 'Q7L5D6'), ('P11441', 'P46379'), ('Q7L5D6', 'P46379')]"
7RZD,"[('P61769', 'Q03164'), ('P61769', 'P01889'), ('Q03164', 'P01889')]"
7RZJ,"[('P61769', 'Q03164'), ('P61769', 'P01889'), ('Q03164', 'P01889')]"
7S0Q,"[('P06213', 'P05019'), ('P06213', 'P08069'), ('P05019', 'P08069')]"
7S79,"[('P61769', 'Q03164'), ('P61769', 'P01889'), ('Q03164', 'P01889')]"
7S7B,"[('Q6NZY4', 'Q9Y580'), ('Q6NZY4', 'P42285'), ('Q9Y580', 'P42285')]"
7S7C,"[('Q6NZY4', 'Q9Y580'), ('Q6NZY4', 'P42285'), ('Q9Y580', 'P42285')]"
7S7D,"[('P61769', 'Q03164'), ('P61769', 'P01889'), ('Q03164', 'P01889')]"
7S7E,"[('P61769', 'Q8TEK3'), ('P61769', 'P01889'), ('Q8TEK3', 'P01889')]"
7S7F,"[('P61769', 'Q8TEK3'), ('P61769', 'P01889'), ('Q8TEK3', 'P01889')]"
7S8A,"[('P61769', 'Q03164'), ('P61769', 'P01889'), ('Q03164', 'P01889')]"
7S8E,"[('P61769', 'Q03164'), ('P61769', 'P01889'), ('Q03164', 'P01889')]"
7S8F,"[('P61769', 'Q03164'), ('P61769', 'P01889'), ('Q03164', 'P01889')]"
7S8N,"[('Q96LB1', 'P59768'), ('Q96LB1', 'P62873'), ('P59768', 'P62873')]"
7S8O,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7SBF,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7SCG,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7SD0,"[('Q9UQ13', 'P36873'), ('Q9UQ13', 'O14807'), ('P36873', 'O14807')]"
7SJ9,"[('P68363', 'Q9UPY8'), ('P68363', 'Q13509'), ('Q9UPY8', 'Q13509')]"
7SR8,"[('O43614', 'P59768'), ('O43614', 'P62873'), ('P59768', 'P62873')]"
7SRR,"[('P59768', 'P41595'), ('P59768', 'P62873'), ('P41595', 'P62873')]"
7STX,"[('P61599', 'Q14CX7'), ('P61599', 'P37840'), ('Q14CX7', 'P37840')]"
7SU3,"[('P12956', 'P78527'), ('P12956', 'P13010'), ('P78527', 'P13010')]"
7T0W,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
7T0Z,"[('P14867', 'P47870'), ('P14867', 'P18507'), ('P47870', 'P18507')]"
7T1Y,"[('P63208', 'Q969H0'), ('P63208', 'P01106'), ('Q969H0', 'P01106')]"
7T1Z,"[('P63208', 'Q969H0'), ('P63208', 'P01106'), ('Q969H0', 'P01106')]"
7T2G,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7T2H,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7T5M,"[('Q861F7', 'P61769'), ('Q861F7', 'Q6UWB1'), ('P61769', 'Q6UWB1')]"
7T5Q,"[('P52907', ' Q91YD9'), ('P52907', 'P47756'), (' Q91YD9', 'P47756')]"
7TPP,"[('P00742', 'P12259'), ('P00742', 'P00734'), ('P12259', 'P00734')]"
7TR4,"[('Q16655', 'A0A140T9X5'), ('Q16655', 'P61769'), ('A0A140T9X5', 'P61769')]"
7TRY,"[('Q13324', 'P55089'), ('Q13324', 'P29992'), ('P55089', 'P29992')]"
7TUE,"[('D5H3J5', 'P61769'), ('D5H3J5', 'O15533'), ('P61769', 'O15533')]"
7TV4,"[('Q9Y6K9', 'Q96EP0'), ('Q9Y6K9', 'P0CG48'), ('Q96EP0', 'P0CG48')]"
7TVF,"[('P62136', 'Q9UQ13'), ('P62136', 'O14807'), ('Q9UQ13', 'O14807')]"
7TW3,"[('P16157', 'P02730'), ('P16157', 'P16452'), ('P02730', 'P16452')]"
7TW5,"[('P16157', 'P02730'), ('P16157', 'P16452'), ('P02730', 'P16452')]"
7TW6,"[('P16157', 'P02730'), ('P16157', 'P16452'), ('P02730', 'P16452')]"
7TXH,"[('P62136', 'Q9UQ13'), ('P62136', 'O14807'), ('Q9UQ13', 'O14807')]"
7U21,"[('P61769', 'Q15124'), ('P61769', 'A0A140T913'), ('Q15124', 'A0A140T913')]"
7U2K,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7U2L,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7U8F,"[('Q96SW2', 'Q53SU9'), ('Q96SW2', 'Q16531'), ('Q53SU9', 'Q16531')]"
7U9T,"[('Q92736', 'P0DP23'), ('Q92736', 'P68106'), ('P0DP23', 'P68106')]"
7UA3,"[('Q92736', 'P0DP23'), ('Q92736', 'P68106'), ('P0DP23', 'P68106')]"
7UA4,"[('Q92736', 'P0DP23'), ('Q92736', 'P68106'), ('P0DP23', 'P68106')]"
7UHF,"[('P54284', 'P54289'), ('P54284', 'Q01668'), ('P54289', 'Q01668')]"
7UHG,"[('P54284', 'P54289'), ('P54284', 'Q01668'), ('P54289', 'Q01668')]"
7UM5,"[('P47898', 'P59768'), ('P47898', 'P62873'), ('P59768', 'P62873')]"
7UM6,"[('P47898', 'P59768'), ('P47898', 'P62873'), ('P59768', 'P62873')]"
7UM7,"[('P47898', 'P59768'), ('P47898', 'P62873'), ('P59768', 'P62873')]"
7UMG,"[('Q95460', 'P01732'), ('Q95460', 'P61769'), ('P01732', 'P61769')]"
7UN1,"[('P68371', 'Q71U36'), ('P68371', 'Q96E40'), ('Q71U36', 'Q96E40')]"
7UPI,"[('P62136', 'Q9UQ13'), ('P62136', 'O14807'), ('Q9UQ13', 'O14807')]"
7UPN,"[('Q15370', 'Q15369'), ('Q15370', 'P62937'), ('Q15369', 'P62937')]"
7UWL,"[('Q96F46', 'Q9NRM6'), ('Q96F46', 'Q9H293'), ('Q9NRM6', 'Q9H293')]"
7UWN,"[('Q96F46', 'Q8NAC3'), ('Q96F46', 'Q16552'), ('Q8NAC3', 'Q16552')]"
7UZQ,"[('Q02094', 'P16157'), ('Q02094', 'P18577'), ('P16157', 'P18577')]"
7V0S,"[('Q02094', 'P16157'), ('Q02094', 'P18577'), ('P16157', 'P18577')]"
7V7C,"[('P13051', 'Q16531'), ('P13051', 'Q9Y4B6'), ('Q16531', 'Q9Y4B6')]"
7V9L,"[('P63096', ' P63092'), ('P63096', 'Q9HB45'), (' P63092', 'Q9HB45')]"
7V9M,"[('P01286', 'Q9HB45'), ('P01286', 'P63092'), ('Q9HB45', 'P63092')]"
7VAB,"[('P63096', 'P48546'), ('P63096', ' P63092'), ('P48546', ' P63092')]"
7VCQ,"[('P84243', 'Q9NVP2'), ('P84243', 'P62805'), ('Q9NVP2', 'P62805')]"
7VF2,"[('Q5T200', 'Q69YN4'), ('Q5T200', 'Q15007'), ('Q69YN4', 'Q15007')]"
7VFS,"[('Q00975', 'P54289'), ('Q00975', 'Q02641'), ('P54289', 'Q02641')]"
7VFU,"[('Q00975', 'P54289'), ('Q00975', 'Q02641'), ('P54289', 'Q02641')]"
7VFV,"[('Q00975', 'Q02641'), ('Q00975', 'P54289'), ('Q02641', 'P54289')]"
7VFW,"[('Q00975', 'P54289'), ('Q00975', 'Q02641'), ('P54289', 'Q02641')]"
7VOI,"[('Q9UIV1', 'Q96LI5'), ('Q9UIV1', 'A5YKK6'), ('Q96LI5', 'A5YKK6')]"
7VUG,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
7VUH,"[('P59768', 'P63092'), ('P59768', 'P62873'), ('P63092', 'P62873')]"
7VUI,"[('P62873', 'P59768'), ('P62873', 'P63092'), ('P59768', 'P63092')]"
7VUJ,"[('P62873', 'P59768'), ('P62873', 'P63092'), ('P59768', 'P63092')]"
7VVJ,"[('Q03431', 'P12272'), ('Q03431', 'P63092'), ('P12272', 'P63092')]"
7VVK,"[('Q03431', 'P01270'), ('Q03431', 'P63092'), ('P01270', 'P63092')]"
7VVL,"[('Q03431', 'P01270'), ('Q03431', 'P63092'), ('P01270', 'P63092')]"
7VVM,"[('Q03431', 'P01270'), ('Q03431', 'P63092'), ('P01270', 'P63092')]"
7VVN,"[('Q03431', 'P01270'), ('Q03431', 'P63092'), ('P01270', 'P63092')]"
7VVO,"[('Q03431', 'P01270'), ('Q03431', 'P63092'), ('P01270', 'P63092')]"
7W0L,"[('P63096', 'P59768'), ('P63096', 'P62873'), ('P59768', 'P62873')]"
