Entry_ID,Source_Organism,Accession_Code
7RE8,Homo sapiens,"('P61769', 'P02771')"
7RK7,Homo sapiens,"('P04439', 'P61769')"
7RK7,Homo sapiens,"('P04439', 'P14679')"
7RK7,Homo sapiens,"('P61769', 'P14679')"
7RKX,Homo sapiens,"('P63096', 'P62873')"
7RKX,Homo sapiens,"('P63096', 'P59768')"
7RKX,Homo sapiens,"('P62873', 'P59768')"
7RKY,Homo sapiens,"('P63096', 'P62873')"
7RKY,Homo sapiens,"('P63096', 'P59768')"
7RKY,Homo sapiens,"('P62873', 'P59768')"
7RM4,Homo sapiens,"('P61769', 'P04439')"
7RM4,Homo sapiens,"('P61769', 'P04637')"
7RM4,Homo sapiens,"('P04439', 'P04637')"
7RRG,Homo sapiens,"('P04439', 'P61769')"
7RRG,Homo sapiens,"('P04439', 'P42336')"
7RRG,Homo sapiens,"('P61769', 'P42336')"
7RTK,Homo sapiens,"('Q9Y697', 'Q9HD34')"
7RTK,Homo sapiens,"('Q9Y697', 'Q9H1K1')"
7RTK,Homo sapiens,"('Q9HD34', 'Q9H1K1')"
7RTR,Homo sapiens,"('Q53Z42', 'P61769')"
7RTR,Homo sapiens,"('Q53Z42', 'P0DTC2')"
7RTR,Homo sapiens,"('P61769', 'P0DTC2')"
7RU9,Homo sapiens,"('Q7L5D6', 'P46379')"
7RU9,Homo sapiens,"('Q7L5D6', 'P11441')"
7RU9,Homo sapiens,"('P46379', 'P11441')"
7RUA,Homo sapiens,"('Q7L5D6', 'P46379')"
7RUA,Homo sapiens,"('Q7L5D6', 'P11441')"
7RUA,Homo sapiens,"('P46379', 'P11441')"
7RUC,Homo sapiens,"('Q7L5D6', 'P46379')"
7RUC,Homo sapiens,"('Q7L5D6', 'P11441')"
7RUC,Homo sapiens,"('P46379', 'P11441')"
7RZD,Homo sapiens,"('P01889', 'P61769')"
7RZD,Homo sapiens,"('P01889', 'Q03164')"
7RZD,Homo sapiens,"('P61769', 'Q03164')"
7RZJ,Homo sapiens,"('P01889', 'P61769')"
7RZJ,Homo sapiens,"('P01889', 'Q03164')"
7RZJ,Homo sapiens,"('P61769', 'Q03164')"
7S0Q,Homo sapiens,"('P08069', 'P06213')"
7S0Q,Homo sapiens,"('P08069', 'P05019')"
7S0Q,Homo sapiens,"('P06213', 'P05019')"
7S79,Homo sapiens,"('P01889', 'P61769')"
7S79,Homo sapiens,"('P01889', 'Q03164')"
7S79,Homo sapiens,"('P61769', 'Q03164')"
7S7B,Homo sapiens,"('P42285', 'Q6NZY4')"
7S7B,Homo sapiens,"('P42285', 'Q9Y580')"
7S7B,Homo sapiens,"('Q6NZY4', 'Q9Y580')"
7S7C,Homo sapiens,"('P42285', 'Q6NZY4')"
7S7C,Homo sapiens,"('P42285', 'Q9Y580')"
7S7C,Homo sapiens,"('Q6NZY4', 'Q9Y580')"
7S7D,Homo sapiens,"('P01889', 'P61769')"
7S7D,Homo sapiens,"('P01889', 'Q03164')"
7S7D,Homo sapiens,"('P61769', 'Q03164')"
7S7E,Homo sapiens,"('P01889', 'P61769')"
7S7E,Homo sapiens,"('P01889', 'Q8TEK3')"
7S7E,Homo sapiens,"('P61769', 'Q8TEK3')"
7S7F,Homo sapiens,"('P01889', 'P61769')"
7S7F,Homo sapiens,"('P01889', 'Q8TEK3')"
7S7F,Homo sapiens,"('P61769', 'Q8TEK3')"
7S8A,Homo sapiens,"('P01889', 'P61769')"
7S8A,Homo sapiens,"('P01889', 'Q03164')"
7S8A,Homo sapiens,"('P61769', 'Q03164')"
7S8E,Homo sapiens,"('P01889', 'P61769')"
7S8E,Homo sapiens,"('P01889', 'Q03164')"
7S8E,Homo sapiens,"('P61769', 'Q03164')"
7S8F,Homo sapiens,"('P01889', 'P61769')"
7S8F,Homo sapiens,"('P01889', 'Q03164')"
7S8F,Homo sapiens,"('P61769', 'Q03164')"
7S8P,Homo sapiens,"('P59768', 'P62873')"
7S8P,Homo sapiens,"('P59768', 'P0ABE7, Q96LA9')"
7S8P,Homo sapiens,"('P62873', 'P0ABE7, Q96LA9')"
7SBF,Homo sapiens,"('P63096', 'P62873')"
7SBF,Homo sapiens,"('P63096', 'P59768')"
7SBF,Homo sapiens,"('P62873', 'P59768')"
7SCG,Homo sapiens,"('P62873', 'P59768')"
7SCG,Homo sapiens,"('P62873', 'P63096')"
7SCG,Homo sapiens,"('P59768', 'P63096')"
7SD0,Homo sapiens,"('Q9UQ13', 'O14807')"
7SD0,Homo sapiens,"('Q9UQ13', 'P36873')"
7SD0,Homo sapiens,"('O14807', 'P36873')"
7SJ9,Homo sapiens,"('P68363', 'Q13509')"
7SJ9,Homo sapiens,"('P68363', 'Q9UPY8')"
7SJ9,Homo sapiens,"('Q13509', 'Q9UPY8')"
7STF,Homo sapiens,"('Q6HA08', 'P61769')"
7STF,Homo sapiens,"('Q6HA08', 'P04439')"
7STF,Homo sapiens,"('P61769', 'P04439')"
7STX,Homo sapiens,"('P61599', 'Q14CX7')"
7STX,Homo sapiens,"('P61599', 'P37840')"
7STX,Homo sapiens,"('Q14CX7', 'P37840')"
7SU3,Homo sapiens,"('P78527', 'P12956')"
7SU3,Homo sapiens,"('P78527', 'P13010')"
7SU3,Homo sapiens,"('P12956', 'P13010')"
7SU9,Homo sapiens,"('P13010', 'A2BF26')"
7SU9,Homo sapiens,"('P13010', 'P61769')"
7SU9,Homo sapiens,"('A2BF26', 'P61769')"
7T0W,Homo sapiens,"('P47870', 'P14867')"
7T0W,Homo sapiens,"('P47870', 'P18507')"
7T0W,Homo sapiens,"('P14867', 'P18507')"
7T0Z,Homo sapiens,"('P47870', 'P14867')"
7T0Z,Homo sapiens,"('P47870', 'P18507')"
7T0Z,Homo sapiens,"('P14867', 'P18507')"
7T1Y,Homo sapiens,"('P63208', 'Q969H0')"
7T1Y,Homo sapiens,"('P63208', 'P01106')"
7T1Y,Homo sapiens,"('Q969H0', 'P01106')"
7T1Z,Homo sapiens,"('P63208', 'Q969H0')"
7T1Z,Homo sapiens,"('P63208', 'P01106')"
7T1Z,Homo sapiens,"('Q969H0', 'P01106')"
7T2G,Homo sapiens,"('P63096', 'P62873')"
7T2G,Homo sapiens,"('P63096', 'P59768')"
7T2G,Homo sapiens,"('P62873', 'P59768')"
7T2H,Homo sapiens,"('P63096', 'P62873')"
7T2H,Homo sapiens,"('P63096', 'P59768')"
7T2H,Homo sapiens,"('P62873', 'P59768')"
7T5M,Homo sapiens,"('Q861F7', 'P61769')"
7T5M,Homo sapiens,"('Q861F7', 'Q6UWB1')"
7T5M,Homo sapiens,"('P61769', 'Q6UWB1')"
7TMW,Homo sapiens,"('Q9HBX9, P63092', 'P62873')"
7TMW,Homo sapiens,"('Q9HBX9, P63092', 'P59768')"
7TMW,Homo sapiens,"('P62873', 'P59768')"
7TPP,Homo sapiens,"('P00734', 'P00742')"
7TPP,Homo sapiens,"('P00734', 'P12259')"
7TPP,Homo sapiens,"('P00742', 'P12259')"
7TR4,Homo sapiens,"('A0A140T9X5', 'P61769')"
7TR4,Homo sapiens,"('A0A140T9X5', 'Q16655')"
7TR4,Homo sapiens,"('P61769', 'Q16655')"
7TRY,Homo sapiens,"('Q13324', 'P55089')"
7TRY,Homo sapiens,"('Q13324', 'P29992')"
7TRY,Homo sapiens,"('P55089', 'P29992')"
7TUE,Homo sapiens,"('D5H3J5', 'O15533')"
7TUE,Homo sapiens,"('D5H3J5', 'P61769')"
7TUE,Homo sapiens,"('O15533', 'P61769')"
7TV4,Homo sapiens,"('Q9Y6K9', 'P0CG48')"
7TV4,Homo sapiens,"('Q9Y6K9', 'Q96EP0')"
7TV4,Homo sapiens,"('P0CG48', 'Q96EP0')"
7TVF,Homo sapiens,"('O14807', 'P62136')"
7TVF,Homo sapiens,"('O14807', 'Q9UQ13')"
7TVF,Homo sapiens,"('P62136', 'Q9UQ13')"
7TW3,Homo sapiens,"('P02730', 'P16452')"
7TW3,Homo sapiens,"('P02730', 'P16157')"
7TW3,Homo sapiens,"('P16452', 'P16157')"
7TW5,Homo sapiens,"('P02730', 'P16452')"
7TW5,Homo sapiens,"('P02730', 'P16157')"
7TW5,Homo sapiens,"('P16452', 'P16157')"
7TW6,Homo sapiens,"('P02730', 'P16452')"
7TW6,Homo sapiens,"('P02730', 'P16157')"
7TW6,Homo sapiens,"('P16452', 'P16157')"
7TXH,Homo sapiens,"('O14807', 'Q9UQ13')"
7TXH,Homo sapiens,"('O14807', 'P62136')"
7TXH,Homo sapiens,"('Q9UQ13', 'P62136')"
7U21,Homo sapiens,"('A0A140T913', 'P61769')"
7U21,Homo sapiens,"('A0A140T913', 'Q15124')"
7U21,Homo sapiens,"('P61769', 'Q15124')"
7U2K,Homo sapiens,"('P62873', 'P59768')"
7U2K,Homo sapiens,"('P62873', 'P63096')"
7U2K,Homo sapiens,"('P59768', 'P63096')"
7U2L,Homo sapiens,"('P63096', 'P62873')"
7U2L,Homo sapiens,"('P63096', 'P59768')"
7U2L,Homo sapiens,"('P62873', 'P59768')"
7U8F,Homo sapiens,"('Q96SW2', 'Q16531')"
7U8F,Homo sapiens,"('Q96SW2', 'Q53SU9')"
7U8F,Homo sapiens,"('Q16531', 'Q53SU9')"
7U9T,Homo sapiens,"('P68106', 'Q92736')"
7U9T,Homo sapiens,"('P68106', 'P0DP23')"
7U9T,Homo sapiens,"('Q92736', 'P0DP23')"
7UA3,Homo sapiens,"('Q92736', 'P68106')"
7UA3,Homo sapiens,"('Q92736', 'P0DP23')"
7UA3,Homo sapiens,"('P68106', 'P0DP23')"
7UA4,Homo sapiens,"('Q92736', 'P68106')"
7UA4,Homo sapiens,"('Q92736', 'P0DP23')"
7UA4,Homo sapiens,"('P68106', 'P0DP23')"
7UHF,Homo sapiens,"('Q01668', 'P54289')"
7UHF,Homo sapiens,"('Q01668', 'P54284')"
7UHF,Homo sapiens,"('P54289', 'P54284')"
7UHG,Homo sapiens,"('P54284', 'Q01668')"
7UHG,Homo sapiens,"('P54284', 'P54289')"
7UHG,Homo sapiens,"('Q01668', 'P54289')"
7UM5,Homo sapiens,"('P47898', 'P62873')"
7UM5,Homo sapiens,"('P47898', 'P59768')"
7UM5,Homo sapiens,"('P62873', 'P59768')"
7UM6,Homo sapiens,"('P47898', 'P62873')"
7UM6,Homo sapiens,"('P47898', 'P59768')"
7UM6,Homo sapiens,"('P62873', 'P59768')"
7UM7,Homo sapiens,"('P47898', 'P62873')"
7UM7,Homo sapiens,"('P47898', 'P59768')"
7UM7,Homo sapiens,"('P62873', 'P59768')"
7UMG,Homo sapiens,"('Q95460', 'P61769')"
7UMG,Homo sapiens,"('Q95460', 'P01732')"
7UMG,Homo sapiens,"('P61769', 'P01732')"
7UN1,Homo sapiens,"('Q96E40', 'P68371')"
7UN1,Homo sapiens,"('Q96E40', 'Q71U36')"
7UN1,Homo sapiens,"('P68371', 'Q71U36')"
7UPI,Homo sapiens,"('O14807', 'P62136')"
7UPI,Homo sapiens,"('O14807', 'Q9UQ13')"
7UPI,Homo sapiens,"('P62136', 'Q9UQ13')"
7UPN,Homo sapiens,"('P62937', 'Q15369')"
7UPN,Homo sapiens,"('P62937', 'Q15370')"
7UPN,Homo sapiens,"('Q15369', 'Q15370')"
7UWL,Homo sapiens,"('Q9H293', 'Q9NRM6')"
7UWL,Homo sapiens,"('Q9H293', 'Q96F46')"
7UWL,Homo sapiens,"('Q9NRM6', 'Q96F46')"
7UWN,Homo sapiens,"('Q16552', 'Q96F46')"
7UWN,Homo sapiens,"('Q16552', 'Q8NAC3')"
7UWN,Homo sapiens,"('Q96F46', 'Q8NAC3')"
7UZQ,Homo sapiens,"('P18577', 'Q02094')"
7UZQ,Homo sapiens,"('P18577', 'P16157')"
7UZQ,Homo sapiens,"('Q02094', 'P16157')"
7V0S,Homo sapiens,"('P18577', 'Q02094')"
7V0S,Homo sapiens,"('P18577', 'P16157')"
7V0S,Homo sapiens,"('Q02094', 'P16157')"
7V7C,Homo sapiens,"('Q16531', 'P13051')"
7V7C,Homo sapiens,"('Q16531', 'Q9Y4B6')"
7V7C,Homo sapiens,"('P13051', 'Q9Y4B6')"
7V9M,Homo sapiens,"('P63092', 'P01286')"
7V9M,Homo sapiens,"('P63092', 'Q9HB45')"
7V9M,Homo sapiens,"('P01286', 'Q9HB45')"
7VBH,Homo sapiens,"('P53803', 'P43220')"
7VBH,Homo sapiens,"('P53803', 'P63092')"
7VBH,Homo sapiens,"('P43220', 'P63092')"
7VCQ,Homo sapiens,"('P84243', 'P62805')"
7VCQ,Homo sapiens,"('P84243', 'Q9NVP2')"
7VCQ,Homo sapiens,"('P62805', 'Q9NVP2')"
7VF2,Homo sapiens,"('Q69YN4', 'Q5T200')"
7VF2,Homo sapiens,"('Q69YN4', 'Q15007')"
7VF2,Homo sapiens,"('Q5T200', 'Q15007')"
7VFS,Homo sapiens,"('Q00975', 'Q02641')"
7VFS,Homo sapiens,"('Q00975', 'P54289')"
7VFS,Homo sapiens,"('Q02641', 'P54289')"
7VFU,Homo sapiens,"('Q00975', 'Q02641')"
7VFU,Homo sapiens,"('Q00975', 'P54289')"
7VFU,Homo sapiens,"('Q02641', 'P54289')"
7VFV,Homo sapiens,"('P54289', 'Q02641')"
7VFV,Homo sapiens,"('P54289', 'Q00975')"
7VFV,Homo sapiens,"('Q02641', 'Q00975')"
7VFW,Homo sapiens,"('Q00975', 'Q02641')"
7VFW,Homo sapiens,"('Q00975', 'P54289')"
7VFW,Homo sapiens,"('Q02641', 'P54289')"
7VH0,Homo sapiens,"('P49286', 'P63096')"
7VH0,Homo sapiens,"('P49286', 'P54311')"
7VH0,Homo sapiens,"('P63096', 'P54311')"
7VOI,Homo sapiens,"('Q9UIV1', 'A5YKK6')"
7VOI,Homo sapiens,"('Q9UIV1', 'Q96LI5')"
7VOI,Homo sapiens,"('A5YKK6', 'Q96LI5')"
7VVJ,Homo sapiens,"('P63092', 'P12272')"
7VVJ,Homo sapiens,"('P63092', 'Q03431')"
7VVJ,Homo sapiens,"('P12272', 'Q03431')"
7VVK,Homo sapiens,"('P63092', 'P01270')"
7VVK,Homo sapiens,"('P63092', 'Q03431')"
7VVK,Homo sapiens,"('P01270', 'Q03431')"
7VVL,Homo sapiens,"('P63092', 'P01270')"
7VVL,Homo sapiens,"('P63092', 'Q03431')"
7VVL,Homo sapiens,"('P01270', 'Q03431')"
7VVM,Homo sapiens,"('P63092', 'P01270')"
7VVM,Homo sapiens,"('P63092', 'Q03431')"
7VVM,Homo sapiens,"('P01270', 'Q03431')"
7VVN,Homo sapiens,"('P63092', 'P01270')"
7VVN,Homo sapiens,"('P63092', 'Q03431')"
7VVN,Homo sapiens,"('P01270', 'Q03431')"
7VVO,Homo sapiens,"('P63092', 'P01270')"
7VVO,Homo sapiens,"('P63092', 'Q03431')"
7VVO,Homo sapiens,"('P01270', 'Q03431')"
7W6A,Homo sapiens,"('Q9UBL3', 'Q03164')"
7W6A,Homo sapiens,"('Q9UBL3', 'Q15291')"
7W6A,Homo sapiens,"('Q03164', 'Q15291')"
7W77,Homo sapiens,"('Q07699', 'O60939')"
7W77,Homo sapiens,"('Q07699', 'Q9NY46')"
7W77,Homo sapiens,"('O60939', 'Q9NY46')"
7W7F,Homo sapiens,"('Q07699', 'O60939')"
7W7F,Homo sapiens,"('Q07699', 'Q9NY46')"
7W7F,Homo sapiens,"('O60939', 'Q9NY46')"
7W9K,Homo sapiens,"('Q15858', 'Q07699')"
7W9K,Homo sapiens,"('Q15858', 'O60939')"
7W9K,Homo sapiens,"('Q07699', 'O60939')"
7W9L,Homo sapiens,"('Q15858', 'Q07699')"
7W9L,Homo sapiens,"('Q15858', 'O60939')"
7W9L,Homo sapiens,"('Q07699', 'O60939')"
7W9M,Homo sapiens,"('Q15858', 'O60939')"
7W9M,Homo sapiens,"('Q15858', 'Q07699')"
7W9M,Homo sapiens,"('O60939', 'Q07699')"
7W9P,Homo sapiens,"('Q15858', 'Q07699')"
7W9P,Homo sapiens,"('Q15858', 'O60939')"
7W9P,Homo sapiens,"('Q07699', 'O60939')"
7W9T,Homo sapiens,"('Q15858', 'Q07699')"
7W9T,Homo sapiens,"('Q15858', 'O60939')"
7W9T,Homo sapiens,"('Q07699', 'O60939')"
7WIC,Homo sapiens,"('P61278', 'P30874')"
7WIC,Homo sapiens,"('P61278', 'P63096')"
7WIC,Homo sapiens,"('P30874', 'P63096')"
7WKJ,Homo sapiens,"('A0A6M6CC39', 'P61769')"
7WKJ,Homo sapiens,"('A0A6M6CC39', 'P0DTC9')"
7WKJ,Homo sapiens,"('P61769', 'P0DTC9')"
7WQ3,Homo sapiens,"('P47211', 'P63096')"
7WQ3,Homo sapiens,"('P47211', 'P22466')"
7WQ3,Homo sapiens,"('P63096', 'P22466')"
7WQ4,Homo sapiens,"('O43603', 'P22466')"
7WQ4,Homo sapiens,"('O43603', 'P63092')"
7WQ4,Homo sapiens,"('P22466', 'P63092')"
7WRQ,Homo sapiens,"('P35858', 'P17936')"
7WRQ,Homo sapiens,"('P35858', 'P05019')"
7WRQ,Homo sapiens,"('P17936', 'P05019')"
7WSO,Homo sapiens,"('A0A0A0MS08', 'P11912')"
7WSO,Homo sapiens,"('A0A0A0MS08', 'P40259')"
7WSO,Homo sapiens,"('P11912', 'P40259')"
7WSP,Homo sapiens,"('P11912', 'P40259')"
7WSP,Homo sapiens,"('P11912', 'P01871')"
7WSP,Homo sapiens,"('P40259', 'P01871')"
7WUI,Homo sapiens,"('P63092, P63096', 'P62873')"
7WUI,Homo sapiens,"('P63092, P63096', 'P59768')"
7WUI,Homo sapiens,"('P62873', 'P59768')"
7WUQ,Homo sapiens,"('P63092', 'P62873')"
7WUQ,Homo sapiens,"('P63092', 'P59768')"
7WUQ,Homo sapiens,"('P62873', 'P59768')"
7WXW,Homo sapiens,"('Q5T601', 'P59768')"
7WXW,Homo sapiens,"('Q5T601', 'P62873')"
7WXW,Homo sapiens,"('P59768', 'P62873')"
7WY0,Homo sapiens,"('P62873', 'P59768')"
7WY0,Homo sapiens,"('P62873', 'Q5T601')"
7WY0,Homo sapiens,"('P59768', 'Q5T601')"
7WY5,Homo sapiens,"('Q5T601', 'P62873')"
7WY5,Homo sapiens,"('Q5T601', 'P59768')"
7WY5,Homo sapiens,"('P62873', 'P59768')"
7WYB,Homo sapiens,"('P63096', 'P62873')"
7WYB,Homo sapiens,"('P63096', 'P59768')"
7WYB,Homo sapiens,"('P62873', 'P59768')"
7WZ7,Homo sapiens,"('P59768', 'P62873')"
7WZ7,Homo sapiens,"('P59768', 'Q5T601')"
7WZ7,Homo sapiens,"('P62873', 'Q5T601')"
7X10,Homo sapiens,"('P17987', 'P62873')"
7X10,Homo sapiens,"('P17987', 'P59768')"
7X10,Homo sapiens,"('P62873', 'P59768')"
7XAT,Homo sapiens,"('P30874', 'P63096')"
7XAT,Homo sapiens,"('P30874', 'P61278')"
7XAT,Homo sapiens,"('P63096', 'P61278')"
7XD0,Homo sapiens,"('P62805', 'P04908')"
7XD0,Homo sapiens,"('P62805', 'Q71DI3')"
7XD0,Homo sapiens,"('P04908', 'Q71DI3')"
7XKE,Homo sapiens,"('Q8CJ12', 'P62873')"
7XKE,Homo sapiens,"('Q8CJ12', 'P59768')"
7XKE,Homo sapiens,"('P62873', 'P59768')"
7XKF,Homo sapiens,"('P63092', 'P62873')"
7XKF,Homo sapiens,"('P63092', 'P59768')"
7XKF,Homo sapiens,"('P62873', 'P59768')"
7XLQ,Homo sapiens,"('P54289', 'Q15878')"
7XLQ,Homo sapiens,"('P54289', 'Q02641')"
7XLQ,Homo sapiens,"('Q15878', 'Q02641')"
7XM9,Homo sapiens,"('Q15858', 'Q07699')"
7XM9,Homo sapiens,"('Q15858', 'O60939')"
7XM9,Homo sapiens,"('Q07699', 'O60939')"
7XMF,Homo sapiens,"('Q15858', 'Q07699')"
7XMF,Homo sapiens,"('Q15858', 'O60939')"
7XMF,Homo sapiens,"('Q07699', 'O60939')"
7XMG,Homo sapiens,"('Q15858', 'Q07699')"
7XMG,Homo sapiens,"('Q15858', 'O60939')"
7XMG,Homo sapiens,"('Q07699', 'O60939')"
7XT6,Homo sapiens,"('P11912', 'P01871')"
7XT6,Homo sapiens,"('P11912', 'P40259')"
7XT6,Homo sapiens,"('P01871', 'P40259')"
7XUR,Homo sapiens,"('Q5SXM2', 'Q92966')"
7XUR,Homo sapiens,"('Q5SXM2', 'Q16533')"
7XUR,Homo sapiens,"('Q92966', 'Q16533')"
7XV3,Homo sapiens,"('Q9BXC1', 'P59768')"
7XV3,Homo sapiens,"('Q9BXC1', 'P62873')"
7XV3,Homo sapiens,"('P59768', 'P62873')"
7XVE,Homo sapiens,"('Q15858', 'Q07699')"
7XVE,Homo sapiens,"('Q15858', 'O60939')"
7XVE,Homo sapiens,"('Q07699', 'O60939')"
7XVF,Homo sapiens,"('Q15858', 'Q07699')"
7XVF,Homo sapiens,"('Q15858', 'O60939')"
7XVF,Homo sapiens,"('Q07699', 'O60939')"
7XWO,Homo sapiens,"('P0ABE7, P21452', 'P54311')"
7XWO,Homo sapiens,"('P0ABE7, P21452', 'P63212')"
7XWO,Homo sapiens,"('P54311', 'P63212')"
7XXH,Homo sapiens,"('P47900', 'P62873')"
7XXH,Homo sapiens,"('P47900', 'P59768')"
7XXH,Homo sapiens,"('P62873', 'P59768')"
7Y1T,Homo sapiens,"('P06756', 'P26012')"
7Y1T,Homo sapiens,"('P06756', 'P01137')"
7Y1T,Homo sapiens,"('P26012', 'P01137')"
7Y26,Homo sapiens,"('P62873', 'P30874')"
7Y26,Homo sapiens,"('P62873', 'P59768')"
7Y26,Homo sapiens,"('P30874', 'P59768')"
7Y36,Homo sapiens,"('Q03431', 'P01270')"
7Y36,Homo sapiens,"('Q03431', 'P63092-2')"
7Y36,Homo sapiens,"('P01270', 'P63092-2')"
7Y5K,Homo sapiens,"('Q13111', 'Q09028')"
7Y5K,Homo sapiens,"('Q13111', 'Q13112')"
7Y5K,Homo sapiens,"('Q09028', 'Q13112')"
7Y5L,Homo sapiens,"('Q13111', 'Q13112')"
7Y5L,Homo sapiens,"('Q13111', 'Q09028')"
7Y5L,Homo sapiens,"('Q13112', 'Q09028')"
7Y5O,Homo sapiens,"('Q13111', 'Q13112')"
7Y5O,Homo sapiens,"('Q13111', 'Q09028')"
7Y5O,Homo sapiens,"('Q13112', 'Q09028')"
7Y7I,Homo sapiens,"('P62805', 'P04908')"
7Y7I,Homo sapiens,"('P62805', 'P06899')"
7Y7I,Homo sapiens,"('P04908', 'P06899')"
7Y89,Homo sapiens,"('P63096', 'P62873')"
7Y89,Homo sapiens,"('P63096', 'P59768')"
7Y89,Homo sapiens,"('P62873', 'P59768')"
7YDM,Homo sapiens,"('P48960', 'P62873')"
7YDM,Homo sapiens,"('P48960', 'P59768')"
7YDM,Homo sapiens,"('P62873', 'P59768')"
7YDP,Homo sapiens,"('P48960', 'P59768')"
7YDP,Homo sapiens,"('P48960', 'P62873')"
7YDP,Homo sapiens,"('P59768', 'P62873')"
7YFD,Homo sapiens,"('P62873', 'Q9H3N8')"
7YFD,Homo sapiens,"('P62873', 'P59768')"
7YFD,Homo sapiens,"('Q9H3N8', 'P59768')"
7YK6,Homo sapiens,"('P04899', 'Q8TDU9')"
7YK6,Homo sapiens,"('P04899', 'P62873')"
7YK6,Homo sapiens,"('Q8TDU9', 'P62873')"
7YK7,Homo sapiens,"('P04899', 'Q8TDU9')"
7YK7,Homo sapiens,"('P04899', 'P62873')"
7YK7,Homo sapiens,"('Q8TDU9', 'P62873')"
7YP7,Homo sapiens,"('P63092', 'P62873')"
7YP7,Homo sapiens,"('P63092', 'P59768')"
7YP7,Homo sapiens,"('P62873', 'P59768')"
7YQ3,Homo sapiens,"('P01308', 'F8WCM5')"
7YQ3,Homo sapiens,"('P01308', 'P06213')"
7YQ3,Homo sapiens,"('F8WCM5', 'P06213')"
7YQ4,Homo sapiens,"('P06213', 'F8WCM5')"
7YQ4,Homo sapiens,"('P06213', 'P01308')"
7YQ4,Homo sapiens,"('F8WCM5', 'P01308')"
7YQ5,Homo sapiens,"('P01308', 'F8WCM5')"
7YQ5,Homo sapiens,"('P01308', 'P06213')"
7YQ5,Homo sapiens,"('F8WCM5', 'P06213')"
7YSH,Homo sapiens,"('Q9UEF7', 'Q9GZV9')"
7YSH,Homo sapiens,"('Q9UEF7', 'P11362')"
7YSH,Homo sapiens,"('Q9GZV9', 'P11362')"
7YSU,Homo sapiens,"('Q9UEF7', 'P22607')"
7YSU,Homo sapiens,"('Q9UEF7', 'Q9GZV9')"
7YSU,Homo sapiens,"('P22607', 'Q9GZV9')"
7YSW,Homo sapiens,"('P22455', 'Q9UEF7')"
7YSW,Homo sapiens,"('P22455', 'Q9GZV9')"
7YSW,Homo sapiens,"('Q9UEF7', 'Q9GZV9')"
7YTC,Homo sapiens,"('P01871', 'P01591')"
7YTC,Homo sapiens,"('P01871', 'O60667')"
7YTC,Homo sapiens,"('P01591', 'O60667')"
7YTD,Homo sapiens,"('P01871', 'P01591')"
7YTD,Homo sapiens,"('P01871', 'O60667')"
7YTD,Homo sapiens,"('P01591', 'O60667')"
7YX9,Homo sapiens,"('P01903', 'A0A4E9DJJ3')"
7YX9,Homo sapiens,"('P01903', 'P04233')"
7YX9,Homo sapiens,"('A0A4E9DJJ3', 'P04233')"
7YXB,Homo sapiens,"('P01903', 'A0A1V1IGJ9')"
7YXB,Homo sapiens,"('P01903', 'P04233')"
7YXB,Homo sapiens,"('A0A1V1IGJ9', 'P04233')"
7Z0Q,Homo sapiens,"('P01903', 'D7RIG5')"
7Z0Q,Homo sapiens,"('P01903', 'P04233')"
7Z0Q,Homo sapiens,"('D7RIG5', 'P04233')"
7Z36,Homo sapiens,"('P00720, Q13263', 'Q9H4L7')"
7Z36,Homo sapiens,"('P00720, Q13263', 'P35789')"
7Z36,Homo sapiens,"('Q9H4L7', 'P35789')"
7Z37,Homo sapiens,"('P08238', 'P04049')"
7Z37,Homo sapiens,"('P08238', 'Q16543')"
7Z37,Homo sapiens,"('P04049', 'Q16543')"
7Z38,Homo sapiens,"('P08238', 'P04049')"
7Z38,Homo sapiens,"('P08238', 'Q16543')"
7Z38,Homo sapiens,"('P04049', 'Q16543')"
7Z6S,Homo sapiens,"('P68363', 'Q13509')"
7Z6S,Homo sapiens,"('P68363', 'Q68EN5')"
7Z6S,Homo sapiens,"('Q13509', 'Q68EN5')"
7Z87,Homo sapiens,"('P78527', 'P12956')"
7Z87,Homo sapiens,"('P78527', 'P13010')"
7Z87,Homo sapiens,"('P12956', 'P13010')"
7Z88,Homo sapiens,"('P78527', 'P12956')"
7Z88,Homo sapiens,"('P78527', 'P13010')"
7Z88,Homo sapiens,"('P12956', 'P13010')"
7Z8I,Homo sapiens,"('Q14204', 'Q13409')"
7Z8I,Homo sapiens,"('Q14204', 'O43237')"
7Z8I,Homo sapiens,"('Q13409', 'O43237')"
7Z8J,Homo sapiens,"('Q14204', 'Q13409')"
7Z8J,Homo sapiens,"('Q14204', 'O43237')"
7Z8J,Homo sapiens,"('Q13409', 'O43237')"
7Z8K,Homo sapiens,"('Q14204', 'O43237')"
7Z8K,Homo sapiens,"('Q14204', 'Q13409')"
7Z8K,Homo sapiens,"('O43237', 'Q13409')"
7Z8R,Homo sapiens,"('Q13616', 'Q86VP6')"
7Z8R,Homo sapiens,"('Q13616', 'P62877')"
7Z8R,Homo sapiens,"('Q86VP6', 'P62877')"
7ZAN,Homo sapiens,"('Q16552', 'Q96F46')"
7ZAN,Homo sapiens,"('Q16552', 'Q8NAC3')"
7ZAN,Homo sapiens,"('Q96F46', 'Q8NAC3')"
7ZEZ,Homo sapiens,"('Q9UNP9', 'Q03164')"
7ZEZ,Homo sapiens,"('Q9UNP9', 'Q6NXT2')"
